Card,Set ID,Set Name,Quantity,Foil
"Tithebearer Giant",WAR,"",1,""
"Unlikely Aid",WAR,"",1,""
"Vampire Opportunist",WAR,"",1,""
"Vraska's Finisher",WAR,"",1,""
"Ahn-Crop Invader",WAR,"",2,""
"Blindblast",WAR,"",3,""
"Bolt Bend",WAR,"",1,""
"Bond of Passion",WAR,"",1,""
"Burning Prophet",WAR,"",2,""
"Chainwhip Cyclops",WAR,"",1,""
"Chandra, Fire Artisan",WAR,"",1,""
"Chandra's Pyrohelix",WAR,"",3,""
"Cyclops Electromancer",WAR,"",1,""
"Demolish",WAR,"",3,""
"Dreadhorde Arcanist",WAR,"",1,""
"Dreadhorde Twins",WAR,"",1,""
"Grim Initiate",WAR,"",1,""
"Heartfire",WAR,"",2,""
"Honor the God-Pharaoh",WAR,"",1,""
"Jaya's Greeting",WAR,"",3,""
"Nahiri's Stoneblades",WAR,"",2,""
"Samut's Sprint",WAR,"",2,""
"Sarkhan the Masterless",WAR,"",1,""
"Sarkhan's Catharsis",WAR,"",1,""
"Spellgorger Weird",WAR,"",4,""
"Tibalt, Rakish Instigator",WAR,"",1,""
"Tibalt's Rager",WAR,"",1,""
"Turret Ogre",WAR,"",1,""
"Arboreal Grazer",WAR,"",1,""
"Arlinn's Wolf",WAR,"",2,""
"Awakening of Vitu-Ghazi",WAR,"",1,""
"Band Together",WAR,"",3,""
"Bloom Hulk",WAR,"",2,""
"Bond of Flourishing",WAR,"",2,""
"Centaur Nurturer",WAR,"",1,""
"Challenger Troll",WAR,"",1,""
"Forced Landing",WAR,"",1,""
"Giant Growth",WAR,"",3,""
"Jiang Yanggu, Wildcrafter",WAR,"",2,""
"Kraul Stinger",WAR,"",2,""
"Kronch Wrangler",WAR,"",1,""
"Mowu, Loyal Companion",WAR,"",1,""
"New Horizons",WAR,"",1,""
"Nissa, Who Shakes the World",WAR,"",1,""
"Paradise Druid",WAR,"",3,""
"Return to Nature",WAR,"",3,""
"Snarespinner",WAR,"",1,""
"Steady Aim",WAR,"",2,""
"Vivien's Grizzly",WAR,"",3,""
"Wardscale Crocodile",WAR,"",1,""
"Ajani, the Greathearted",WAR,"",1,""
"Casualties of War",WAR,"",2,""
"Cruel Celebrant",WAR,"",3,""
"Deathsprout",WAR,"",2,""
"Despark",WAR,"",2,""
"Domri, Anarch of Bolas",WAR,"",2,""
"Domri's Ambush",WAR,"",1,""
"Dovin's Veto",WAR,"",2,""
"Dreadhorde Butcher",WAR,"",1,""
"Elite Guardmage",WAR,"",2,""
"Gleaming Overseer",WAR,"",1,""
"Leyline Prowler",WAR,"",2,""
"Living Twister",WAR,"",1,""
"Mayhem Devil",WAR,"",1,""
"Merfolk Skydiver",WAR,"",2,""
"Nicol Bolas, Dragon-God",WAR,"",2,""
"Pledge of Unity",WAR,"",2,""
"Ral, Storm Conduit",WAR,"",1,""
"Ral's Outburst",WAR,"",1,""
"Roalesk, Apex Hybrid",WAR,"",1,""
"Role Reversal",WAR,"",1,""
"Soul Diviner",WAR,"",3,""
"Storrev, Devkarin Lich",WAR,"",2,""
"Teferi, Time Raveler",WAR,"",2,""
"Time Wipe",WAR,"",1,""
"Tolsimir, Friend to Wolves",WAR,"",1,""
"Tyrant's Scorn",WAR,"",2,""
"Kaya, Bane of the Dead",WAR,"",2,""
"Nahiri, Storm of Stone",WAR,"",1,""
"Saheeli, Sublime Artificer",WAR,"",1,""
"Samut, Tyrant Smasher",WAR,"",1,""
"Firemind Vessel",WAR,"",1,""
"Iron Bully",WAR,"",1,""
"Mana Geode",WAR,"",1,""
"Prismite",WAR,"",2,""
"Interplanar Beacon",WAR,"",1,""
"Mobilized District",WAR,"",1,""
"Plains",WAR,"",1,""
"Island",WAR,"",1,""
"Swamp",WAR,"",1,""
"Mountain",WAR,"",1,""
"Forest",WAR,"",1,""
"Plains",WAR,"",1,""
"Plains",WAR,"",1,""
"Island",WAR,"",1,""
"Island",WAR,"",1,""
"Swamp",WAR,"",1,""
"Swamp",WAR,"",1,""
"Mountain",WAR,"",1,""
"Mountain",WAR,"",1,""
"Forest",WAR,"",1,""
"Forest",WAR,"",1,""
"Aerial Assault",M20,"",1,""
"Ajani, Strength of the Pride",M20,"",1,""
"Angel of Vitality",M20,"",3,""
"Angelic Gift",M20,"",3,""
"Brought Back",M20,"",2,""
"Dawning Angel",M20,"",2,""
"Daybreak Chaplain",M20,"",2,""
"Eternal Isolation",M20,"",1,""
"Fencing Ace",M20,"",3,""
"Glaring Aegis",M20,"",1,""
"Gods Willing",M20,"",1,""
"Griffin Protector",M20,"",2,""
"Griffin Sentinel",M20,"",1,""
"Herald of the Sun",M20,"",2,""
"Inspiring Captain",M20,"",2,""
"Loxodon Lifechanter",M20,"",1,""
"Moment of Heroism",M20,"",3,""
"Pacifism",M20,"",4,""
"Raise the Alarm",M20,"",1,""
"Soulmender",M20,"",1,""
"Squad Captain",M20,"",1,""
"Yoked Ox",M20,"",2,""
"Air Elemental",M20,"",2,""
"Atemsis, All-Seeing",M20,"",1,""
"Brineborn Cutthroat",M20,"",2,""
"Cerulean Drake",M20,"",1,""
"Cloudkin Seer",M20,"",4,""
"Drawn from Dreams",M20,"",1,""
"Dungeon Geists",M20,"",2,""
"Faerie Miscreant",M20,"",1,""
"Flood of Tears",M20,"",1,""
"Frilled Sea Serpent",M20,"",1,""
"Frost Lynx",M20,"",2,""
"Metropolis Sprite",M20,"",1,""
"Negate",M20,"",2,""
"Octoprophet",M20,"",1,""
"Sage's Row Denizen",M20,"",1,""
"Scholar of the Ages",M20,"",1,""
"Sleep Paralysis",M20,"",2,""
"Spectral Sailor",M20,"",2,""
"Unsummon",M20,"",4,""
"Warden of Evos Isle",M20,"",4,""
"Winged Words",M20,"",4,""
"Agonizing Syphon",M20,"",2,""
"Blood for Bones",M20,"",1,""
"Bloodthirsty Aerialist",M20,"",3,""
"Bone Splinters",M20,"",2,""
"Disfigure",M20,"",3,""
"Gorging Vulture",M20,"",1,""
"Knight of the Ebon Legion",M20,"",2,""
"Murder",M20,"",4,""
"Sanitarium Skeleton",M20,"",1,""
"Sorcerer of the Fang",M20,"",2,""
"Soul Salvage",M20,"",2,""
"Undead Servant",M20,"",2,""
"Vampire of the Dire Moon",M20,"",4,""
"Vengeful Warchief",M20,"",1,""
"Yarok's Fenlurker",M20,"",2,""
"Act of Treason",M20,"",1,""
"Chandra, Novice Pyromancer",M20,"",1,""
"Chandra's Embercat",M20,"",1,""
"Chandra's Outrage",M20,"",4,""
"Chandra's Spitfire",M20,"",4,""
"Daggersail Aeronaut",M20,"",3,""
"Drakuseth, Maw of Flames",M20,"",3,""
"Ember Hauler",M20,"",3,""
"Goblin Bird-Grabber",M20,"",2,""
"Infuriate",M20,"",2,""
"Leyline of Combustion",M20,"",1,""
"Mask of Immolation",M20,"",1,""
"Pack Mastiff",M20,"",4,""
"Reduce to Ashes",M20,"",1,""
"Scorch Spitter",M20,"",2,""
"Shock",M20,"",4,""
"Tectonic Rift",M20,"",2,""
"Unchained Berserker",M20,"",1,""
"Barkhide Troll",M20,"",3,""
"Brightwood Tracker",M20,"",1,""
"Centaur Courser",M20,"",1,""
"Ferocious Pup",M20,"",1,""
"Gargos, Vicious Watcher",M20,"",2,""
"Greenwood Sentinel",M20,"",4,""
"Growth Cycle",M20,"",4,""
"Leafkin Druid",M20,"",2,""
"Leyline of Abundance",M20,"",2,""
"Plummet",M20,"",2,""
"Rabid Bite",M20,"",4,""
"Season of Growth",M20,"",3,""
"Sedge Scorpion",M20,"",1,""
"Shifting Ceratops",M20,"",1,""
"Silverback Shaman",M20,"",3,""
"Thicket Crasher",M20,"",1,""
"Voracious Hydra",M20,"",1,""
"Vorstclaw",M20,"",2,""
"Wakeroot Elemental",M20,"",1,""
"Empyrean Eagle",M20,"",1,""
"Ironroot Warlord",M20,"",1,""
"Moldervine Reclamation",M20,"",1,""
"Risen Reef",M20,"",1,""
"Diamond Knight",M20,"",1,""
"Diviner's Lockbox",M20,"",1,""
"Grafdigger's Cage",M20,"",1,""
"Heart-Piercer Bow",M20,"",1,""
"Meteor Golem",M20,"",1,""
"Prismite",M20,"",2,""
"Salvager of Ruin",M20,"",1,""
"Temple of Epiphany",M20,"",1,""
"Temple of Triumph",M20,"",1,""
"Plains",M20,"",1,""
"Island",M20,"",1,""
"Swamp",M20,"",1,""
"Mountain",M20,"",1,""
"Forest",M20,"",1,""
"Savage Gorger",M20,"",1,""
"Thirsting Bloodlord",M20,"",3,""
"Gnarlback Rhino",M20,"",3,""
"Plains",M20,"",1,""
"Plains",M20,"",1,""
"Plains",M20,"",1,""
"Island",M20,"",1,""
"Island",M20,"",1,""
"Island",M20,"",1,""
"Swamp",M20,"",1,""
"Swamp",M20,"",1,""
"Swamp",M20,"",1,""
"Mountain",M20,"",1,""
"Mountain",M20,"",1,""
"Mountain",M20,"",1,""
"Forest",M20,"",1,""
"Forest",M20,"",1,""
"Forest",M20,"",1,""
"Ironclad Krovod",M20,"",1,""
"Serra's Guardian",M20,"",2,""
"Riddlemaster Sphinx",M20,"",2,""
"Dark Remedy",M20,"",3,""
"Gravewaker",M20,"",2,""
"Sorin's Thirst",M20,"",4,""
"Vampire Opportunist",M20,"",3,""
"Shivan Dragon",M20,"",2,""
"Aggressive Mammoth",M20,"",2,""
"Oakenform",M20,"",3,""
"Prized Unicorn",M20,"",1,""
"Tome Raider",ELD,"",2,""
"Witching Well",ELD,"",2,""
"Order of Midnight",ELD,"",2,""
"Maraleaf Pixie",ELD,"",3,""
"Fireborn Knight",ELD,"",3,""
"All That Glitters",ELD,"",2,""
"Venerable Knight",ELD,"",3,""
"Bake into a Pie",ELD,"",2,""
"Keeper of Fables",ELD,"",2,""
"Inspiring Veteran",ELD,"",3,""
"Arcanist's Owl",ELD,"",3,""
"Shambling Suit",ELD,"",2,""
"Plains",ELD,"",1,""
"Plains",ELD,"",1,""
"Plains",ELD,"",1,""
"Plains",ELD,"",1,""
"Island",ELD,"",1,""
"Island",ELD,"",1,""
"Island",ELD,"",1,""
"Island",ELD,"",1,""
"Swamp",ELD,"",1,""
"Swamp",ELD,"",1,""
"Swamp",ELD,"",1,""
"Swamp",ELD,"",1,""
"Mountain",ELD,"",1,""
"Mountain",ELD,"",1,""
"Mountain",ELD,"",1,""
"Mountain",ELD,"",1,""
"Forest",ELD,"",1,""
"Forest",ELD,"",1,""
"Forest",ELD,"",1,""
"Forest",ELD,"",1,""
"Thorn Mammoth",ELD,"",1,""
"Banish into Fable",ELD,"",1,""
"Beanstalk Giant",ELD,"",3,""
"Acclaimed Contender",ELD,"",1,""
"Ardenvale Tactician",ELD,"",2,""
"Charming Prince",ELD,"",1,""
"Faerie Guidemother",ELD,"",4,""
"Giant Killer",ELD,"",1,""
"Mysterious Pathlighter",ELD,"",2,""
"Realm-Cloaked Giant",ELD,"",1,""
"Shepherd of the Flock",ELD,"",3,""
"Silverflame Squire",ELD,"",2,""
"Worthy Knight",ELD,"",1,""
"Youthful Knight",ELD,"",2,""
"Brazen Borrower",ELD,"",1,""
"Didn't Say Please",ELD,"",4,""
"Into the Story",ELD,"",4,""
"The Magic Mirror",ELD,"",1,""
"Merfolk Secretkeeper",ELD,"",4,""
"Midnight Clock",ELD,"",1,""
"Stolen by the Fae",ELD,"",1,""
"Clackbridge Troll",ELD,"",1,""
"Epic Downfall",ELD,"",1,""
"Giant's Skewer",ELD,"",1,""
"Murderous Rider",ELD,"",1,""
"Piper of the Swarm",ELD,"",1,""
"Bonecrusher Giant",ELD,"",1,""
"Burning-Yard Trainer",ELD,"",2,""
"Embercleave",ELD,"",1,""
"Fervent Champion",ELD,"",1,""
"Irencrag Feat",ELD,"",1,""
"Irencrag Pyromancer",ELD,"",3,""
"Redcap Melee",ELD,"",3,""
"Redcap Raiders",ELD,"",1,""
"Rimrock Knight",ELD,"",2,""
"Scorching Dragonfire",ELD,"",1,""
"Syr Carah, the Bold",ELD,"",1,""
"Weaselback Redcap",ELD,"",3,""
"Edgewall Innkeeper",ELD,"",3,""
"Garenbrig Squire",ELD,"",3,""
"Lovestruck Beast",ELD,"",1,""
"Return of the Wildspeaker",ELD,"",1,""
"Wildborn Preserver",ELD,"",2,""
"Doom Foretold",ELD,"",1,""
"Escape to the Wilds",ELD,"",1,""
"Faeburrow Elder",ELD,"",1,""
"Lochmere Serpent",ELD,"",1,""
"Wandermare",ELD,"",3,""
"Elite Headhunter",ELD,"",1,""
"Loch Dragon",ELD,"",1,""
"Oakhame Ranger",ELD,"",3,""
"Rampart Smasher",ELD,"",3,""
"Resolute Rider",ELD,"",3,""
"Thunderous Snapper",ELD,"",3,""
"Lucky Clover",ELD,"",2,""
"Castle Ardenvale",ELD,"",2,""
"Mystic Sanctuary",ELD,"",1,""
"Hero of the Winds",THB,"",1,""
"Indomitable Will",THB,"",1,""
"Revoke Existence",THB,"",1,""
"Eidolon of Philosophy",THB,"",2,""
"Memory Drain",THB,"",1,""
"Archon of Sun's Grace",THB,"",1,""
"Banishing Light",THB,"",3,""
"The Birth of Meletis",THB,"",3,""
"Dawn Evangel",THB,"",2,""
"Dreadful Apathy",THB,"",3,""
"Elspeth Conquers Death",THB,"",1,""
"Flicker of Fate",THB,"",1,""
"Glory Bearers",THB,"",3,""
"Heliod's Punishment",THB,"",1,""
"Hero of the Pride",THB,"",2,""
"Karametra's Blessing",THB,"",4,""
"Omen of the Sun",THB,"",1,""
"Pious Wayfarer",THB,"",2,""
"Rumbling Sentry",THB,"",2,""
"Sentinel's Eyes",THB,"",1,""
"Sunmane Pegasus",THB,"",2,""
"Transcendent Envoy",THB,"",3,""
"Alirios, Enraptured",THB,"",1,""
"Brine Giant",THB,"",3,""
"Deny the Divine",THB,"",2,""
"Kiora Bests the Sea God",THB,"",1,""
"Naiad of Hidden Coves",THB,"",2,""
"Nyxborn Seaguard",THB,"",1,""
"One with the Stars",THB,"",2,""
"Riptide Turtle",THB,"",2,""
"Sage of Mysteries",THB,"",1,""
"Stern Dismissal",THB,"",4,""
"Stinging Lionfish",THB,"",3,""
"Thassa's Oracle",THB,"",1,""
"Thirst for Meaning",THB,"",3,""
"Threnody Singer",THB,"",1,""
"Thryx, the Sudden Storm",THB,"",1,""
"Triton Waverider",THB,"",1,""
"Wavebreak Hippocamp",THB,"",1,""
"Witness of Tomorrows",THB,"",1,""
"Cling to Dust",THB,"",1,""
"Discordant Piper",THB,"",4,""
"Drag to the Underworld",THB,"",2,""
"Eat to Extinction",THB,"",1,""
"Elspeth's Nightmare",THB,"",1,""
"Erebos, Bleak-Hearted",THB,"",1,""
"Erebos's Intervention",THB,"",1,""
"Final Death",THB,"",1,""
"Fruit of Tizerus",THB,"",1,""
"Hateful Eidolon",THB,"",1,""
"Lampad of Death's Vigil",THB,"",2,""
"Minion's Return",THB,"",1,""
"Mire Triton",THB,"",3,""
"Nightmare Shepherd",THB,"",1,""
"Nyxborn Marauder",THB,"",3,""
"Omen of the Dead",THB,"",1,""
"Scavenging Harpy",THB,"",1,""
"Temple Thief",THB,"",2,""
"Underworld Charger",THB,"",1,""
"Woe Strider",THB,"",1,""
"The Akroan War",THB,"",1,""
"Blood Aspirant",THB,"",3,""
"Careless Celebrant",THB,"",3,""
"Dreamshaper Shaman",THB,"",1,""
"Dreamstalker Manticore",THB,"",2,""
"Escape Velocity",THB,"",2,""
"Fateful End",THB,"",1,""
"Final Flare",THB,"",3,""
"Flummoxed Cyclops",THB,"",2,""
"Furious Rise",THB,"",1,""
"Hero of the Games",THB,"",1,""
"Impending Doom",THB,"",2,""
"Incendiary Oracle",THB,"",1,""
"Infuriate",THB,"",4,""
"Irreverent Revelers",THB,"",3,""
"Nyxborn Brute",THB,"",2,""
"Omen of the Forge",THB,"",2,""
"Oread of Mountain's Blaze",THB,"",1,""
"Portent of Betrayal",THB,"",2,""
"Satyr's Cunning",THB,"",3,""
"Skophos Maze-Warden",THB,"",2,""
"Skophos Warleader",THB,"",1,""
"Stampede Rider",THB,"",1,""
"Tectonic Giant",THB,"",2,""
"Thrill of Possibility",THB,"",4,""
"The Triumph of Anax",THB,"",1,""
"Underworld Rage-Hound",THB,"",1,""
"Wrap in Flames",THB,"",1,""
"Arasta of the Endless Web",THB,"",1,""
"The First Iroan Games",THB,"",2,""
"Gift of Strength",THB,"",1,""
"Ilysian Caryatid",THB,"",3,""
"Moss Viper",THB,"",1,""
"Mystic Repeal",THB,"",1,""
"Nessian Hornbeetle",THB,"",4,""
"Nessian Wanderer",THB,"",1,""
"Nyx Herald",THB,"",1,""
"Omen of the Hunt",THB,"",1,""
"Plummet",THB,"",2,""
"Relentless Pursuit",THB,"",1,""
"Return to Nature",THB,"",1,""
"Skola Grovedancer",THB,"",1,""
"Voracious Typhon",THB,"",2,""
"Wolfwillow Haven",THB,"",3,""
"Acolyte of Affliction",THB,"",2,""
"Atris, Oracle of Half-Truths",THB,"",1,""
"Devourer of Memory",THB,"",2,""
"Enigmatic Incarnation",THB,"",1,""
"Eutropia the Twice-Favored",THB,"",1,""
"Gallia of the Endless Dance",THB,"",1,""
"Haktos the Unscarred",THB,"",1,""
"Klothys, God of Destiny",THB,"",1,""
"Kroxa, Titan of Death's Hunger",THB,"",1,""
"Mischievous Chimera",THB,"",1,""
"Polukranos, Unchained",THB,"",1,""
"Slaughter-Priest of Mogis",THB,"",4,""
"Warden of the Chained",THB,"",4,""
"Entrancing Lyre",THB,"",1,""
"Shadowspear",THB,"",1,""
"Soul-Guide Lantern",THB,"",1,""
"Thaumaturge's Familiar",THB,"",1,""
"Wings of Hubris",THB,"",1,""
"Field of Ruin",THB,"",1,""
"Temple of Abandon",THB,"",1,""
"Temple of Deceit",THB,"",1,""
"Temple of Enlightenment",THB,"",1,""
"Temple of Malice",THB,"",1,""
"Temple of Plenty",THB,"",1,""
"Unknown Shores",THB,"",1,""
"Plains",THB,"",1,""
"Plains",THB,"",1,""
"Island",THB,"",1,""
"Island",THB,"",1,""
"Swamp",THB,"",1,""
"Swamp",THB,"",1,""
"Mountain",THB,"",1,""
"Mountain",THB,"",1,""
"Forest",THB,"",1,""
"Forest",THB,"",1,""
"Grasping Giant",THB,"",1,""
"Victory's Envoy",THB,"",1,""
"Serpent of Yawning Depths",THB,"",1,""
"Underworld Sentinel",THB,"",1,""
"Ironscale Hydra",THB,"",1,""
"Treeshaker Chimera",THB,"",1,""
"Mysterious Egg",IKO,"",3,""
"Blade Banish",IKO,"",1,""
"Fight as One",IKO,"",4,""
"Flourishing Fox",IKO,"",4,""
"Garrison Cat",IKO,"",1,""
"Keensight Mentor",IKO,"",1,""
"Light of Hope",IKO,"",4,""
"Luminous Broodmoth",IKO,"",1,""
"Pacifism",IKO,"",2,""
"Splendor Mare",IKO,"",1,""
"Valiant Rescuer",IKO,"",4,""
"Anticipate",IKO,"",2,""
"Archipelagore",IKO,"",1,""
"Boon of the Wish-Giver",IKO,"",3,""
"Dreamtail Heron",IKO,"",2,""
"Frostveil Ambush",IKO,"",4,""
"Hampering Snare",IKO,"",1,""
"Pollywog Symbiote",IKO,"",3,""
"Pouncing Shoreshark",IKO,"",2,""
"Sea-Dasher Octopus",IKO,"",1,""
"Shark Typhoon",IKO,"",1,""
"Startling Development",IKO,"",4,""
"Boot Nipper",IKO,"",2,""
"Chittering Harvester",IKO,"",2,""
"Dead Weight",IKO,"",3,""
"Dirge Bat",IKO,"",1,""
"Heartless Act",IKO,"",2,""
"Hunted Nightmare",IKO,"",1,""
"Insatiable Hemophage",IKO,"",3,""
"Nightsquad Commando",IKO,"",1,""
"Serrated Scorpion",IKO,"",2,""
"Unbreakable Bond",IKO,"",1,""
"Unexpected Fangs",IKO,"",2,""
"Zagoth Mamba",IKO,"",1,""
"Blisterspit Gremlin",IKO,"",1,""
"Drannith Stinger",IKO,"",4,""
"Ferocious Tigorilla",IKO,"",1,""
"Fire Prophecy",IKO,"",3,""
"Flame Spill",IKO,"",1,""
"Footfall Crater",IKO,"",4,""
"Forbidden Friendship",IKO,"",3,""
"Go for Blood",IKO,"",4,""
"Lava Serpent",IKO,"",1,""
"Raking Claws",IKO,"",3,""
"Shredded Sails",IKO,"",3,""
"Spelleater Wolverine",IKO,"",3,""
"Tentative Connection",IKO,"",2,""
"Adventurous Impulse",IKO,"",1,""
"Almighty Brushwagg",IKO,"",3,""
"Charge of the Forever-Beast",IKO,"",1,""
"Excavation Mole",IKO,"",1,""
"Fully Grown",IKO,"",3,""
"Greater Sandwurm",IKO,"",1,""
"Hornbash Mentor",IKO,"",2,""
"Humble Naturalist",IKO,"",2,""
"Kogla, the Titan Ape",IKO,"",1,""
"Plummet",IKO,"",1,""
"Ram Through",IKO,"",3,""
"Sudden Spinnerets",IKO,"",2,""
"Back for More",IKO,"",2,""
"Boneyard Lurker",IKO,"",2,""
"Death's Oasis",IKO,"",1,""
"Skull Prophet",IKO,"",4,""
"Vadrok, Apex of Thunder",IKO,"",1,""
"Zenith Flare",IKO,"",4,""
"Lurrus of the Dream-Den",IKO,"",2,""
"Yorion, Sky Nomad",IKO,"",1,""
"Crystalline Giant",IKO,"",1,""
"Savai Crystal",IKO,"",1,""
"Plains",IKO,"",1,""
"Plains",IKO,"",1,""
"Plains",IKO,"",1,""
"Island",IKO,"",1,""
"Island",IKO,"",1,""
"Island",IKO,"",1,""
"Swamp",IKO,"",1,""
"Swamp",IKO,"",1,""
"Swamp",IKO,"",1,""
"Mountain",IKO,"",1,""
"Mountain",IKO,"",1,""
"Mountain",IKO,"",1,""
"Forest",IKO,"",1,""
"Forest",IKO,"",1,""
"Forest",IKO,"",1,""
"Drannith Healer",IKO,"",4,""
"Ugin, the Spirit Dragon",M21,"",1,""
"Alpine Watchdog",M21,"",1,""
"Angelic Ascension",M21,"",1,""
"Anointed Chorister",M21,"",3,""
"Baneslayer Angel",M21,"",1,""
"Basri's Acolyte",M21,"",2,""
"Basri's Lieutenant",M21,"",1,""
"Concordia Pegasus",M21,"",1,""
"Daybreak Charger",M21,"",1,""
"Dub",M21,"",1,""
"Faith's Fetters",M21,"",2,""
"Falconer Adept",M21,"",1,""
"Gale Swooper",M21,"",1,""
"Griffin Aerie",M21,"",3,""
"Legion's Judgment",M21,"",2,""
"Makeshift Battalion",M21,"",2,""
"Revitalize",M21,"",3,""
"Secure the Scene",M21,"",1,""
"Selfless Savior",M21,"",1,""
"Speaker of the Heavens",M21,"",2,""
"Swift Response",M21,"",1,""
"Tempered Veteran",M21,"",1,""
"Valorous Steed",M21,"",1,""
"Barrin, Tolarian Archmage",M21,"",1,""
"Cancel",M21,"",2,""
"Capture Sphere",M21,"",2,""
"Frantic Inventory",M21,"",1,""
"Frost Breath",M21,"",2,""
"Lofty Denial",M21,"",1,""
"Opt",M21,"",3,""
"Pursued Whale",M21,"",1,""
"Rain of Revelation",M21,"",1,""
"Riddleform",M21,"",2,""
"Roaming Ghostlight",M21,"",1,""
"Rookie Mistake",M21,"",2,""
"Shipwreck Dowser",M21,"",1,""
"Stormwing Entity",M21,"",1,""
"Sublime Epiphany",M21,"",1,""
"Teferi's Ageless Insight",M21,"",1,""
"Teferi's Tutelage",M21,"",4,""
"Unsubstantiate",M21,"",1,""
"Vodalian Arcanist",M21,"",2,""
"Waker of Waves",M21,"",1,""
"Wishcoin Crab",M21,"",2,""
"Alchemist's Gift",M21,"",1,""
"Bad Deal",M21,"",3,""
"Deathbloom Thallid",M21,"",3,""
"Demonic Embrace",M21,"",1,""
"Duress",M21,"",1,""
"Eliminate",M21,"",3,""
"Fetid Imp",M21,"",1,""
"Goremand",M21,"",2,""
"Infernal Scarring",M21,"",2,""
"Liliana's Devotee",M21,"",1,""
"Liliana's Standard Bearer",M21,"",1,""
"Liliana's Steward",M21,"",1,""
"Massacre Wurm",M21,"",1,""
"Pestilent Haze",M21,"",1,""
"Silversmote Ghoul",M21,"",2,""
"Tavern Swindler",M21,"",3,""
"Thieves' Guild Enforcer",M21,"",1,""
"Village Rites",M21,"",4,""
"Vito, Thorn of the Dusk Rose",M21,"",1,""
"Witch's Cauldron",M21,"",1,""
"Bone Pit Brute",M21,"",1,""
"Burn Bright",M21,"",2,""
"Chandra's Pyreling",M21,"",1,""
"Destructive Tampering",M21,"",1,""
"Double Vision",M21,"",1,""
"Gadrak, the Crown-Scourge",M21,"",1,""
"Goblin Arsonist",M21,"",1,""
"Pitchburn Devils",M21,"",1,""
"Scorching Dragonfire",M21,"",4,""
"Shock",M21,"",3,""
"Spellgorger Weird",M21,"",2,""
"Sure Strike",M21,"",1,""
"Terror of the Peaks",M21,"",1,""
"Thrill of Possibility",M21,"",1,""
"Traitorous Greed",M21,"",1,""
"Turn to Slag",M21,"",1,""
"Turret Ogre",M21,"",1,""
"Unleash Fury",M21,"",4,""
"Volcanic Geyser",M21,"",1,""
"Volcanic Salvo",M21,"",1,""
"Burlfist Oak",M21,"",1,""
"Cultivate",M21,"",2,""
"Drowsing Tyrannodon",M21,"",1,""
"Elder Gargaroth",M21,"",1,""
"Heroic Intervention",M21,"",1,""
"Hunter's Edge",M21,"",1,""
"Llanowar Visionary",M21,"",3,""
"Ornery Dilophosaur",M21,"",1,""
"Pridemalkin",M21,"",3,""
"Primal Might",M21,"",2,""
"Ranger's Guile",M21,"",1,""
"Track Down",M21,"",1,""
"Conclave Mentor",M21,"",1,""
"Dire Fleet Warmonger",M21,"",3,""
"Experimental Overload",M21,"",3,""
"Indulging Patrician",M21,"",3,""
"Leafkin Avenger",M21,"",4,""
"Sanctum of All",M21,"",1,""
"Twinblade Assassins",M21,"",2,""
"Chrome Replicator",M21,"",1,""
"Forgotten Sentinel",M21,"",1,""
"Meteorite",M21,"",1,""
"Palladium Myr",M21,"",2,""
"Short Sword",M21,"",2,""
"Silent Dart",M21,"",1,""
"Sparkhunter Masticore",M21,"",1,""
"Bloodfell Caves",M21,"",4,""
"Blossoming Sands",M21,"",4,""
"Dismal Backwater",M21,"",4,""
"Fabled Passage",M21,"",4,""
"Jungle Hollow",M21,"",4,""
"Radiant Fountain",M21,"",1,""
"Rugged Highlands",M21,"",4,""
"Scoured Barrens",M21,"",4,""
"Swiftwater Cliffs",M21,"",4,""
"Temple of Epiphany",M21,"",2,""
"Temple of Malady",M21,"",1,""
"Temple of Mystery",M21,"",1,""
"Temple of Silence",M21,"",1,""
"Temple of Triumph",M21,"",1,""
"Thornwood Falls",M21,"",4,""
"Tranquil Cove",M21,"",4,""
"Wind-Scarred Crag",M21,"",4,""
"Plains",M21,"",1,""
"Plains",M21,"",1,""
"Plains",M21,"",1,""
"Island",M21,"",1,""
"Island",M21,"",1,""
"Island",M21,"",1,""
"Swamp",M21,"",1,""
"Swamp",M21,"",1,""
"Swamp",M21,"",1,""
"Mountain",M21,"",1,""
"Mountain",M21,"",1,""
"Mountain",M21,"",1,""
"Forest",M21,"",1,""
"Forest",M21,"",1,""
"Forest",M21,"",1,""
"Archaeomender",JMP,"",2,""
"Scholar of the Lost Trove",JMP,"",1,""
"Nocturnal Feeder",JMP,"",1,""
"Lightning-Core Excavator",JMP,"",1,""
"Thriving Isle",JMP,"",1,""
"Thriving Moor",JMP,"",1,""
"Mikaeus, the Lunarch",JMP,"",1,""
"Erratic Visionary",JMP,"",1,""
"Thirst for Knowledge",JMP,"",1,""
"Dutiful Attendant",JMP,"",1,""
"Ghoulcaller Gisa",JMP,"",1,""
"Ghoulcaller's Accomplice",JMP,"",1,""
"Innocent Blood",JMP,"",1,""
"Shambling Goblin",JMP,"",1,""
"Oracle of Mul Daya",JMP,"",1,""
"Aether Spellbomb",JMP,"",1,""
"Ancestral Statue",JMP,"",1,""
"Chromatic Sphere",JMP,"",1,""
"Hedron Archive",JMP,"",1,""
"Juggernaut",JMP,"",1,""
"Meteor Golem",JMP,"",1,""
"Buried Ruin",JMP,"",1,""
"Island",JMP,"",1,""
